date,country,operator,channel,pod_fill_rate,endpoint_requests,bid_requests,bid_responses,bid_wons,impressions,revenue,requested_pod_duration,filled_pod_duration,delivered_pod_duration
06-05-22,FR,No viewership data,No viewership data,0,216,24408,2790,129,3,0.06,315,26.88,0.63
06-05-22,ES,No viewership data,No viewership data,0,23,1751,147,2,0,0,93.91,1.3,0
06-05-22,CH,No viewership data,No viewership data,0,6,438,60,0,0,0,270,0,0
06-05-22,AT,No viewership data,No viewership data,0,9,585,48,0,0,0,240,0,0
07-05-22,IT,No viewership data,No viewership data,0.34,68,7240,2414,254,114,1.36,195.88,155,67.06
07-05-22,GB,No viewership data,No viewership data,0.19,62,7766,1628,152,44,0.8,210.58,137.42,39.36
07-05-22,DE,No viewership data,No viewership data,0.06,57,6283,648,83,18,0.27,100.53,27.19,5.79
07-05-22,FR,No viewership data,No viewership data,0.02,106,11370,920,30,16,0.16,199.24,8.5,4.52
07-05-22,ES,No viewership data,No viewership data,0.01,33,2649,221,2,2,0.04,99.09,0.91,0.91
07-05-22,AT,No viewership data,No viewership data,0,6,438,36,0,0,0,270,0,0
07-05-22,MA,No viewership data,No viewership data,0,1,41,4,0,0,0,60,0,0
07-05-22,CH,No viewership data,No viewership data,0,1,49,4,0,0,0,60,0,0
08-05-22,GB,No viewership data,No viewership data,0.42,36,4104,1133,104,53,1.01,95.75,77.5,40.42
08-05-22,IT,No viewership data,No viewership data,0.13,267,23766,8625,843,141,1.74,244.71,202.92,32.88
08-05-22,DE,No viewership data,No viewership data,0.04,159,16317,1449,153,30,0.51,280.2,51.51,10.74
08-05-22,FR,No viewership data,No viewership data,0.01,49,4593,300,6,2,0.04,86.94,1.84,0.61
08-05-22,CH,No viewership data,No viewership data,0.02,30,2526,422,4,4,0.08,208,4,4
08-05-22,ES,No viewership data,No viewership data,0,120,7752,639,3,0,0,238.5,1.14,0
08-05-22,AT,No viewership data,No viewership data,0,7,439,37,1,0,0,77.14,2.14,0
08-05-22,HN,No viewership data,No viewership data,0,2,194,16,0,0,0,120,0,0
08-05-22,SK,No viewership data,No viewership data,0,1,89,8,0,0,0,120,0,0
09-05-22,GB,No viewership data,No viewership data,0.6,132,15108,8258,556,382,7.36,192.28,176.06,115.6
09-05-22,IT,No viewership data,No viewership data,0.12,192,17728,6206,576,96,1.12,169.38,122.82,20.84
09-05-22,DE,No viewership data,No viewership data,0.05,31,3229,317,29,8,0.13,94.84,17.42,4.52
09-05-22,FR,No viewership data,No viewership data,0.01,35,3683,299,6,2,0.02,97.71,2.57,0.86
09-05-22,ES,No viewership data,No viewership data,0,39,2919,240,0,0,0,92.31,0,0
09-05-22,CH,No viewership data,No viewership data,0,4,340,56,0,0,0,105,0,0
09-05-22,GR,No viewership data,No viewership data,0,1,89,8,0,0,0,120,0,0
09-05-22,AT,No viewership data,No viewership data,0,3,291,24,0,0,0,360,0,0
10-05-22,GB,No viewership data,No viewership data,0.5,78,8286,2553,240,126,2.49,267.36,235.95,133.26
10-05-22,IT,No viewership data,No viewership data,0.11,104,10640,3734,310,52,0.6,188.08,119.62,21.34
10-05-22,DE,No viewership data,No viewership data,0.01,36,3500,463,64,3,0.04,88.33,30.83,1.25
10-05-22,FR,No viewership data,No viewership data,0,150,16278,1005,0,0,0,302.4,0,0
10-05-22,ES,No viewership data,No viewership data,0,28,2068,170,0,0,0,91.07,0,0
10-05-22,AT,No viewership data,No viewership data,0,6,582,48,0,0,0,240,0,0
11-05-22,DE,No viewership data,No viewership data,0.15,54,4794,662,126,40,0.64,186.66,84.82,27.78
11-05-22,GB,No viewership data,No viewership data,0.21,18,1968,898,72,15,0.29,103.39,92.22,22.22
11-05-22,IT,No viewership data,No viewership data,0.17,19,2160,654,60,14,0.17,93.16,65,15.79
11-05-22,FR,No viewership data,No viewership data,0,162,17370,1161,9,0,0,320.01,9.99,0
11-05-22,ES,No viewership data,No viewership data,0,60,4452,366,0,0,0,274.5,0,0
11-05-22,AT,No viewership data,No viewership data,0,4,292,24,0,0,0,180,0,0
11-05-22,GF,No viewership data,No viewership data,0,1,89,8,0,0,0,120,0,0
11-05-22,BR,No viewership data,No viewership data,0,2,194,16,0,0,0,240,0,0
11-05-22,TH,No viewership data,No viewership data,0,2,90,8,0,0,0,120,0,0
12-05-22,IT,No viewership data,No viewership data,0.13,186,22146,6771,633,108,1.29,277.26,208.89,35.85
12-05-22,FR,No viewership data,No viewership data,0.14,36,3104,469,28,10,0.32,98.78,39.17,14.17
12-05-22,DE,No viewership data,No viewership data,0.05,43,3639,458,66,11,0.15,94.19,29.19,5
12-05-22,GB,No viewership data,No viewership data,0.05,39,3189,1677,129,7,0.14,82.21,77.18,4.36
12-05-22,ES,No viewership data,No viewership data,0,102,7782,640,0,0,0,188.24,0,0
12-05-22,CH,No viewership data,No viewership data,0,10,970,124,0,0,0,240,0,0
12-05-22,US,No viewership data,No viewership data,0,1,97,8,0,0,0,120,0,0
12-05-22,AT,No viewership data,No viewership data,0,3,291,24,0,0,0,360,0,0
12-05-22,MX,No viewership data,No viewership data,0,2,98,8,0,0,0,120,0,0
13-05-22,GB,No viewership data,No viewership data,0.22,78,6918,2769,255,66,1.29,267.57,230.76,58.86
13-05-22,DE,No viewership data,No viewership data,0.18,62,5230,686,108,58,0.86,187.8,64.52,33.88
13-05-22,IT,No viewership data,No viewership data,0.14,63,7270,1643,182,36,0.43,89.52,62.14,12.22
13-05-22,FR,No viewership data,No viewership data,0.1,23,2051,389,22,6,0.19,103.39,41.74,10.43
13-05-22,ES,No viewership data,No viewership data,0,63,4623,380,0,0,0,90.48,0,0
13-05-22,AT,No viewership data,No viewership data,0,4,316,26,0,0,0,97.5,0,0
13-05-22,CH,No viewership data,No viewership data,0,4,292,48,0,0,0,180,0,0
13-05-22,NL,No viewership data,No viewership data,0,1,41,8,1,0,0,60,20,0
13-05-22,PA,No viewership data,No viewership data,0,6,294,24,0,0,0,180,0,0
13-05-22,IN,No viewership data,No viewership data,0,2,90,8,0,0,0,120,0,0
14-05-22,GB,No viewership data,No viewership data,0.44,28,2658,1398,109,49,0.96,91.54,86.79,40
14-05-22,DE,No viewership data,No viewership data,0.17,84,7168,908,130,76,1.04,190,57.14,33.1
14-05-22,FR,No viewership data,No viewership data,0.12,70,6466,1326,64,20,0.62,214.22,73.72,25.72
14-05-22,IT,No viewership data,No viewership data,0.12,98,11976,3228,300,48,0.6,189.8,130.44,23.06
14-05-22,ES,No viewership data,No viewership data,0,117,8541,702,0,0,0,270,0,0
14-05-22,CH,No viewership data,No viewership data,0,9,729,120,0,0,0,300,0,0
14-05-22,AT,No viewership data,No viewership data,0,3,195,16,0,0,0,80,0,0
14-05-22,CN,No viewership data,No viewership data,0,2,178,16,0,0,0,240,0,0
14-05-22,US,No viewership data,No viewership data,0,2,98,14,4,0,0,120,90,0
15-05-22,IT,No viewership data,No viewership data,0.15,150,19832,6678,568,116,1.3,205.6,153.46,29.86
15-05-22,GB,No viewership data,No viewership data,0.2,48,4368,1514,138,36,0.7,183.08,143.34,36.66
15-05-22,FR,No viewership data,No viewership data,0.1,111,8613,1710,105,21,0.66,269.67,121.62,26.76
15-05-22,DE,No viewership data,No viewership data,0.04,40,3058,341,44,7,0.11,84.75,20.25,3.13
15-05-22,ES,No viewership data,No viewership data,0,42,3138,258,0,0,0,92.14,0,0
15-05-22,CH,No viewership data,No viewership data,0,3,147,24,0,0,0,180,0,0
15-05-22,CN,No viewership data,No viewership data,0,1,89,8,0,0,0,120,0,0
15-05-22,SA,No viewership data,No viewership data,0,1,21,2,0,0,0,30,0,0
16-05-22,DE,No viewership data,No viewership data,0.11,32,3488,444,60,21,0.31,114.38,38.59,12.34
16-05-22,GB,No viewership data,No viewership data,0.08,81,9885,5226,381,33,0.66,352.44,318.9,26.67
16-05-22,IT,No viewership data,No viewership data,0.03,61,9090,2401,135,15,0.15,116.07,35.02,3.69
16-05-22,ES,No viewership data,No viewership data,0.08,123,11499,1833,114,36,0.42,346.83,83.4,26.34
16-05-22,FR,No viewership data,No viewership data,0,25,2725,212,2,0,0,119.48,2.4,0
16-05-22,CH,No viewership data,No viewership data,0,6,582,64,0,0,0,240,0,0
16-05-22,AT,No viewership data,No viewership data,0,5,293,24,0,0,0,72,0,0
17-05-22,GB,No viewership data,No viewership data,0.55,204,23436,16509,1065,642,12.33,325.62,299.13,177.78
17-05-22,IT,No viewership data,No viewership data,0.14,24,3620,1020,60,27,0.27,117.5,36.88,16.67
17-05-22,ES,No viewership data,No viewership data,0.13,31,2719,450,31,14,0.16,108.39,30,13.55
17-05-22,DE,No viewership data,No viewership data,0.05,56,5320,670,92,14,0.2,197.14,63.92,9.28
17-05-22,FR,No viewership data,No viewership data,0.01,108,10356,840,15,3,0.03,309.93,12.51,2.49
17-05-22,CH,No viewership data,No viewership data,0,20,1460,240,0,0,0,180,0,0
17-05-22,AT,No viewership data,No viewership data,0,8,776,64,0,0,0,240,0,0
17-05-22,BR,No viewership data,No viewership data,0,2,194,38,6,0,0,240,90,0
17-05-22,IQ,No viewership data,No viewership data,0,2,162,16,0,0,0,240,0,0
17-05-22,IR,No viewership data,No viewership data,0,1,41,4,0,0,0,60,0,0
17-05-22,CN,No viewership data,No viewership data,0,2,90,8,0,0,0,120,0,0
18-05-22,GB,No viewership data,No viewership data,0.26,57,6201,3405,255,69,1.35,308.22,295.26,78.96
18-05-22,DE,No viewership data,No viewership data,0.13,52,5308,634,88,38,0.58,212.3,63.84,27.3
18-05-22,IT,No viewership data,No viewership data,0.09,87,11802,3330,249,57,0.57,316.56,127.77,30
18-05-22,ES,No viewership data,No viewership data,0.09,72,5976,984,72,21,0.24,307.5,90,26.25
18-05-22,FR,No viewership data,No viewership data,0.05,19,1755,152,4,3,0.04,99.53,6.32,4.74
18-05-22,CH,No viewership data,No viewership data,0,78,5982,972,0,0,0,283.86,0,0
18-05-22,AT,No viewership data,No viewership data,0,2,194,16,0,0,0,120,0,0
19-05-22,GB,No viewership data,No viewership data,0.56,42,4778,3896,218,134,2.64,214.96,200,120.96
19-05-22,DE,No viewership data,No viewership data,0.15,32,2952,375,58,23,0.36,95.63,34.84,13.91
19-05-22,IT,No viewership data,No viewership data,0.22,40,4792,1444,146,54,0.54,186,111.5,41.5
19-05-22,ES,No viewership data,No viewership data,0.11,56,4376,720,56,20,0.24,192.86,60,21.42
19-05-22,FR,No viewership data,No viewership data,0,31,3055,216,0,0,0,106.1,0,0
19-05-22,AT,No viewership data,No viewership data,0,4,388,32,0,0,0,240,0,0
19-05-22,CN,No viewership data,No viewership data,0,2,134,12,0,0,0,90,0,0
19-05-22,BE,No viewership data,No viewership data,0,3,147,12,0,0,0,183,0,0
20-05-22,GB,No viewership data,No viewership data,0.35,33,3681,2994,171,66,1.29,316.08,294.54,109.08
20-05-22,IT,No viewership data,No viewership data,0.04,57,8242,1635,142,17,0.16,110.53,37.23,4.3
20-05-22,DE,No viewership data,No viewership data,0.05,30,3002,356,44,10,0.16,209.46,54,11.34
20-05-22,ES,No viewership data,No viewership data,0.01,110,9806,1106,40,6,0.06,220.36,21.82,3.28
20-05-22,FR,No viewership data,No viewership data,0,57,5937,444,3,0,0,337.11,4.74,0
20-05-22,CH,No viewership data,No viewership data,0,4,292,36,0,0,0,90,0,0
20-05-22,AT,No viewership data,No viewership data,0,3,243,20,0,0,0,100,0,0
20-05-22,US,No viewership data,No viewership data,0,3,159,24,3,0,0,180,90,0
20-05-22,SA,No viewership data,No viewership data,0,3,243,24,0,0,0,360,0,0
21-05-22,GB,No viewership data,No viewership data,0.43,46,4910,3820,226,108,2.12,201.56,188.7,86.08
21-05-22,IT,No viewership data,No viewership data,0.18,46,6172,1958,183,57,0.56,104.35,59.28,18.72
21-05-22,DE,No viewership data,No viewership data,0.09,60,5780,682,62,30,0.52,202.94,37.66,18.34
21-05-22,FR,No viewership data,No viewership data,0.09,13,1245,124,5,4,0.05,103.23,11.54,9.23
21-05-22,ES,No viewership data,No viewership data,0.02,106,8458,726,6,6,0.06,196.98,3.4,3.4
21-05-22,CH,No viewership data,No viewership data,0,6,438,72,0,0,0,270,0,0
21-05-22,GR,No viewership data,No viewership data,0,4,356,32,0,0,0,240,0,0
21-05-22,RU,No viewership data,No viewership data,0,2,162,16,0,0,0,240,0,0
21-05-22,MA,No viewership data,No viewership data,0,2,162,16,0,0,0,240,0,0
21-05-22,NL,No viewership data,No viewership data,0,2,162,16,0,0,0,244,0,0
21-05-22,DZ,No viewership data,No viewership data,0,3,123,12,0,0,0,180,0,0
22-05-22,GB,No viewership data,No viewership data,0.22,24,2840,1973,130,29,0.57,111.83,107.92,24.17
22-05-22,IT,No viewership data,No viewership data,0.1,37,5014,1678,162,26,0.24,105.41,64.92,10.14
22-05-22,DE,No viewership data,No viewership data,0.04,60,5892,576,46,14,0.24,207.06,28.34,8.66
22-05-22,FR,No viewership data,No viewership data,0.04,16,1472,136,5,2,0.03,99.13,9.38,3.75
22-05-22,ES,No viewership data,No viewership data,0.01,39,3543,344,7,1,0.01,112.31,5.38,0.77
22-05-22,CH,No viewership data,No viewership data,0,21,1749,282,0,0,0,308.58,0,0
22-05-22,AT,No viewership data,No viewership data,0,6,534,44,0,0,0,110,0,0
23-05-22,IT,No viewership data,No viewership data,0.24,84,11412,3957,339,120,1.14,308.58,214.29,72.87
23-05-22,GB,No viewership data,No viewership data,0.16,21,2481,1465,104,18,0.35,107.48,99.52,16.67
23-05-22,DE,No viewership data,No viewership data,0.02,60,5924,584,34,8,0.12,202.8,20.34,5
23-05-22,ES,No viewership data,No viewership data,0.01,96,9360,732,3,3,0.03,343.14,2.82,2.82
23-05-22,FR,No viewership data,No viewership data,0.01,48,4376,334,4,2,0.02,193.16,5,2.5
23-05-22,CH,No viewership data,No viewership data,0,2,202,24,0,0,0,120,0,0
23-05-22,TH,No viewership data,No viewership data,0,2,194,16,0,0,0,120,0,0
23-05-22,PE,No viewership data,No viewership data,0,2,194,16,0,0,0,120,0,0
23-05-22,IQ,No viewership data,No viewership data,0,3,243,24,0,0,0,360,0,0
23-05-22,ID,No viewership data,No viewership data,0,2,178,16,0,0,0,240,0,0
23-05-22,AD,No viewership data,No viewership data,0,2,178,16,0,0,0,240,0,0
23-05-22,BD,No viewership data,No viewership data,0,1,97,8,0,0,0,120,0,0
23-05-22,AT,No viewership data,No viewership data,0,3,315,24,0,0,0,360,0,0
23-05-22,IN,No viewership data,No viewership data,0,3,135,12,0,0,0,180,0,0
24-05-22,GB,No viewership data,No viewership data,0.63,123,12567,8109,540,354,6.99,272.28,255.36,171.21
24-05-22,IT,No viewership data,No viewership data,0.04,189,25578,10074,954,45,0.48,300,262.86,13.11
24-05-22,DE,No viewership data,No viewership data,0.07,81,8343,987,102,30,0.42,304.56,71.67,22.23
24-05-22,ES,No viewership data,No viewership data,0.02,33,2685,228,3,2,0.02,92.73,2.73,1.82
24-05-22,FR,No viewership data,No viewership data,0.01,40,3940,273,4,1,0.01,99.1,2.63,0.75
24-05-22,CH,No viewership data,No viewership data,0,2,158,24,0,0,0,90,0,0
24-05-22,TR,No viewership data,No viewership data,0,1,97,8,0,0,0,120,0,0
24-05-22,AT,No viewership data,No viewership data,0,3,315,24,0,0,0,360,0,0
25-05-22,GB,No viewership data,No viewership data,0.64,41,5141,3923,271,96,2.19,111.59,209.27,71.95
25-05-22,IT,No viewership data,No viewership data,0.16,78,11356,4026,444,74,0.7,215.38,223.58,35.38
25-05-22,DE,No viewership data,No viewership data,0.11,62,6786,762,82,38,0.5,216.32,49.04,22.9
25-05-22,FR,No viewership data,No viewership data,0.07,66,6306,534,20,14,0.2,192.24,18.18,12.72
25-05-22,ES,No viewership data,No viewership data,0,61,5469,483,11,0,0,102.3,5.41,0
25-05-22,CH,No viewership data,No viewership data,0,10,738,112,0,0,0,84,0,0
25-05-22,AT,No viewership data,No viewership data,0,14,1366,104,0,0,0,222.86,0,0
25-05-22,MA,No viewership data,No viewership data,0,3,267,24,0,0,0,360,0,0
25-05-22,TH,No viewership data,No viewership data,0,2,194,16,0,0,0,240,0,0
26-05-22,IT,No viewership data,No viewership data,0.32,68,8608,3356,360,118,1.14,194.12,187.64,61.48
26-05-22,GB,No viewership data,No viewership data,0.36,36,4140,2511,198,75,1.47,320.25,307.5,114.99
26-05-22,DE,No viewership data,No viewership data,0.03,81,7971,993,129,15,0.24,305.01,86.67,9.99
26-05-22,FR,No viewership data,No viewership data,0.03,93,9261,780,21,9,0.12,312.69,20.31,8.7
26-05-22,ES,No viewership data,No viewership data,0.01,70,6454,552,4,2,0.02,222.86,3.42,1.72
26-05-22,AT,No viewership data,No viewership data,0,6,582,48,0,0,0,244,0,0
26-05-22,CH,No viewership data,No viewership data,0,6,462,36,0,0,0,270,0,0
26-05-22,TR,No viewership data,No viewership data,0,3,267,24,0,0,0,360,0,0
27-05-22,IT,No viewership data,No viewership data,0.53,82,11412,3898,436,234,2.34,216.58,212.2,115.36
27-05-22,GB,No viewership data,No viewership data,0.3,24,2648,1580,118,34,0.67,104.21,97.08,31.67
27-05-22,DE,No viewership data,No viewership data,0.1,63,5397,852,120,30,0.48,270.15,103.56,27.15
27-05-22,ES,No viewership data,No viewership data,0.02,42,3354,308,5,3,0.03,98.57,3.57,2.14
27-05-22,FR,No viewership data,No viewership data,0.01,52,4532,360,6,2,0.02,187.7,6.92,2.3
27-05-22,CH,No viewership data,No viewership data,0,2,194,32,0,0,0,120,0,0
27-05-22,TR,No viewership data,No viewership data,0,1,89,8,0,0,0,120,0,0
27-05-22,IN,No viewership data,No viewership data,0,3,267,24,0,0,0,360,0,0
27-05-22,CA,No viewership data,No viewership data,0,2,90,8,0,0,0,120,0,0
28-05-22,IT,No viewership data,No viewership data,0.34,86,10964,3246,382,138,1.44,198.14,188.14,67.44
28-05-22,DE,No viewership data,No viewership data,0.06,38,3362,456,70,12,0.18,186.1,68.94,11.06
28-05-22,FR,No viewership data,No viewership data,0.06,44,4300,424,18,10,0.14,210.72,24.54,13.64
28-05-22,GB,No viewership data,No viewership data,0.03,32,3104,1644,136,4,0.08,183,172.5,6.26
28-05-22,ES,No viewership data,No viewership data,0,50,4370,376,2,0,0,216,2.4,0
28-05-22,CH,No viewership data,No viewership data,0,12,876,128,0,0,0,180,0,0
29-05-22,IT,No viewership data,No viewership data,0.37,80,10496,3842,414,156,1.56,204,198.76,75
29-05-22,GB,No viewership data,No viewership data,0.48,20,2580,1532,124,66,1.3,244,216,118
29-05-22,DE,No viewership data,No viewership data,0.05,48,4512,398,32,12,0.18,198.26,27.5,10
29-05-22,FR,No viewership data,No viewership data,0.04,123,11379,981,30,18,0.24,299.04,21.96,13.17
29-05-22,ES,No viewership data,No viewership data,0,102,7734,633,0,0,0,280.59,0,0
29-05-22,AT,No viewership data,No viewership data,0,18,1746,144,0,0,0,244,0,0
29-05-22,CH,No viewership data,No viewership data,0,4,388,48,0,0,0,240,0,0
29-05-22,JO,No viewership data,No viewership data,0,2,162,16,0,0,0,240,0,0
29-05-22,CO,No viewership data,No viewership data,0,2,194,16,0,0,0,240,0,0
29-05-22,BE,No viewership data,No viewership data,0,1,97,8,0,0,0,122,0,0
30-05-22,IT,No viewership data,No viewership data,0.41,102,13276,4594,428,202,2.06,202.36,183.92,83.52
30-05-22,GB,No viewership data,No viewership data,0.29,22,2518,1385,115,32,0.62,108.14,100,31.36
30-05-22,DE,No viewership data,No viewership data,0.08,34,3462,400,46,16,0.22,214.82,51.76,17.64
30-05-22,FR,No viewership data,No viewership data,0,35,3283,234,1,0,0,101.03,0.86,0
30-05-22,ES,No viewership data,No viewership data,0,87,7719,684,6,0,0,328.98,6.21,0
30-05-22,CH,No viewership data,No viewership data,0,2,194,32,0,0,0,240,0,0
30-05-22,TH,No viewership data,No viewership data,0,6,534,48,0,0,0,360,0,0
30-05-22,CI,No viewership data,No viewership data,0,2,162,16,0,0,0,240,0,0
30-05-22,DZ,No viewership data,No viewership data,0,4,164,16,0,0,0,120,0,0
30-05-22,AT,No viewership data,No viewership data,0,3,147,12,0,0,0,183,0,0
31-05-22,IT,No viewership data,No viewership data,0.37,57,7030,2136,169,74,0.77,95.79,74.74,35.26
31-05-22,DE,No viewership data,No viewership data,0.2,96,9360,1500,291,102,1.38,308.82,170.16,61.89
31-05-22,GB,No viewership data,No viewership data,0.31,15,1295,385,39,14,0.26,81.33,64,25.33
31-05-22,ES,No viewership data,No viewership data,0.01,62,4670,408,4,2,0.02,185.8,3.88,1.94
31-05-22,FR,No viewership data,No viewership data,0,28,2212,180,4,0,0,84.89,4.29,0
31-05-22,BR,No viewership data,No viewership data,0,2,194,24,1,0,0,120,7.5,0
31-05-22,CH,No viewership data,No viewership data,0,6,294,36,0,0,0,180,0,0
31-05-22,AT,No viewership data,No viewership data,0,3,147,12,0,0,0,183,0,0
01-06-22,IT,No viewership data,No viewership data,0.22,28,3704,1049,182,36,0.4,102.86,102.86,22.5
01-06-22,GB,No viewership data,No viewership data,0.05,14,1678,376,52,4,0.08,226.58,151.42,11.42
01-06-22,DE,No viewership data,No viewership data,0.02,93,10191,816,18,9,0.09,348.3,14.04,7.26
01-06-22,FR,No viewership data,No viewership data,0,114,11202,792,0,0,0,317.85,0,0
01-06-22,ES,No viewership data,No viewership data,0,60,5340,438,0,0,0,220,0,0
01-06-22,CH,No viewership data,No viewership data,0,6,582,96,0,0,0,360,0,0
01-06-22,MA,No viewership data,No viewership data,0,1,81,8,0,0,0,120,0,0
01-06-22,IN,No viewership data,No viewership data,0,1,89,8,0,0,0,120,0,0
01-06-22,ID,No viewership data,No viewership data,0,1,89,8,0,0,0,120,0,0
01-06-22,AT,No viewership data,No viewership data,0,3,291,24,0,0,0,366,0,0
02-06-22,IT,No viewership data,No viewership data,0.13,132,19112,5414,876,98,1.06,225.46,225,28.64
02-06-22,GB,No viewership data,No viewership data,0.09,38,4262,968,172,16,0.32,211.9,175.78,20
02-06-22,FR,No viewership data,No viewership data,0,68,7012,496,0,0,0,222.48,0,0
02-06-22,ES,No viewership data,No viewership data,0,23,1991,164,0,0,0,106.96,0,0
02-06-22,DE,No viewership data,No viewership data,0,57,5211,363,3,0,0,288.96,4.74,0
02-06-22,HN,No viewership data,No viewership data,0,2,194,16,0,0,0,240,0,0
02-06-22,MK,No viewership data,No viewership data,0,2,82,8,0,0,0,120,0,0
02-06-22,AT,No viewership data,No viewership data,0,2,98,8,0,0,0,122,0,0
03-06-22,IT,No viewership data,No viewership data,0.25,201,27306,9357,1050,252,2.82,317.01,305.61,80.61
03-06-22,GB,No viewership data,No viewership data,0.16,68,7876,1384,230,52,1.02,218.76,149.42,35.3
03-06-22,DE,No viewership data,No viewership data,0.01,16,1616,144,8,1,0.02,106.75,10.94,0.94
03-06-22,FR,No viewership data,No viewership data,0,93,8493,600,0,0,0,295.17,0,0
03-06-22,ES,No viewership data,No viewership data,0,78,6846,564,0,0,0,325.86,0,0
03-06-22,CH,No viewership data,No viewership data,0,2,194,32,0,0,0,122,0,0
03-06-22,DZ,No viewership data,No viewership data,0,2,162,16,0,0,0,240,0,0
03-06-22,GR,No viewership data,No viewership data,0,1,89,8,0,0,0,120,0,0
04-06-22,IT,No viewership data,No viewership data,0.14,114,16644,5103,708,90,0.99,341.04,336.33,48.54
04-06-22,ES,No viewership data,No viewership data,0.01,105,9177,774,3,3,0.12,324.18,2.58,2.58
04-06-22,DE,No viewership data,No viewership data,0.03,57,6219,549,42,9,0.12,346.74,45,9.48
04-06-22,GB,No viewership data,No viewership data,0.02,51,5811,1245,183,3,0.06,322.95,247.05,5.28
04-06-22,FR,No viewership data,No viewership data,0,32,3056,216,0,0,0,102.94,0,0
04-06-22,CH,No viewership data,No viewership data,0,8,776,125,0,0,0,122,0,0
04-06-22,US,No viewership data,No viewership data,0,2,158,12,0,0,0,90,0,0
04-06-22,MA,No viewership data,No viewership data,0,2,162,16,0,0,0,240,0,0
04-06-22,LB,No viewership data,No viewership data,0,2,162,16,0,0,0,240,0,0
05-06-22,GB,No viewership data,No viewership data,0.22,78,9102,1446,234,78,1.53,330.81,206.55,73.86
05-06-22,IT,No viewership data,No viewership data,0.05,92,12724,3133,631,31,0.34,107.61,106.3,5.54
05-06-22,DE,No viewership data,No viewership data,0.04,52,5308,432,20,10,0.12,215.84,17.7,9.62
05-06-22,ES,No viewership data,No viewership data,0,105,9609,792,0,0,0,339.42,0,0
05-06-22,FR,No viewership data,No viewership data,0,99,10179,720,0,0,0,332.73,0,0
05-06-22,AT,No viewership data,No viewership data,0,4,292,24,0,0,0,183,0,0
05-06-22,SV,No viewership data,No viewership data,0,2,194,16,0,0,0,240,0,0
06-06-22,IT,No viewership data,No viewership data,0.15,333,47178,11013,2280,330,3.57,330.81,325.95,50.67
06-06-22,GB,No viewership data,No viewership data,0.17,40,5032,960,180,32,0.64,237.9,179.2,40
06-06-22,DE,No viewership data,No viewership data,0.03,38,3810,294,11,6,0.09,105.89,6.71,3.16
06-06-22,FR,No viewership data,No viewership data,0,104,10296,728,0,0,0,213.5,0,0
06-06-22,ES,No viewership data,No viewership data,0,78,6798,560,0,0,0,215.38,0,0
06-06-22,CH,No viewership data,No viewership data,0,1,97,16,0,0,0,122,0,0
06-06-22,KW,No viewership data,No viewership data,0,2,162,16,0,0,0,120,0,0
06-06-22,AT,No viewership data,No viewership data,0,1,97,8,0,0,0,122,0,0
06-06-22,US,No viewership data,No viewership data,0,3,315,24,0,0,0,366,0,0
06-06-22,IQ,No viewership data,No viewership data,0,2,82,8,0,0,0,120,0,0
07-06-22,GB,No viewership data,No viewership data,0.29,20,2004,384,67,26,0.51,94.55,77.3,27
07-06-22,IT,No viewership data,No viewership data,0.15,68,8952,2014,410,58,0.62,204.7,199.42,30
07-06-22,DE,No viewership data,No viewership data,0.04,28,2548,216,16,4,0.04,191.72,30,7.14
07-06-22,ES,No viewership data,No viewership data,0,62,5150,424,0,0,0,205.16,0,0
07-06-22,FR,No viewership data,No viewership data,0,64,5888,416,0,0,0,198.26,0,0
07-06-22,CH,No viewership data,No viewership data,0,6,582,72,0,0,0,366,0,0
07-06-22,AT,No viewership data,No viewership data,0,6,294,24,0,0,0,181.5,0,0
07-06-22,QA,No viewership data,No viewership data,0,3,123,12,0,0,0,180,0,0
07-06-22,JO,No viewership data,No viewership data,0,3,123,12,0,0,0,180,0,0
07-06-22,TR,No viewership data,No viewership data,0,2,90,8,0,0,0,120,0,0
07-06-22,BR,No viewership data,No viewership data,0,3,147,12,0,0,0,180,0,0
08-06-22,GB,No viewership data,No viewership data,0.29,38,4646,1964,294,104,2.04,231.16,196.74,67.9
08-06-22,IT,No viewership data,No viewership data,0.06,66,9708,1440,393,30,0.33,343.65,269.31,20.46
08-06-22,ES,No viewership data,No viewership data,0,21,1989,164,0,0,0,117.14,0,0
08-06-22,FR,No viewership data,No viewership data,0,63,6111,432,3,0,0,313.71,1.44,0
08-06-22,DE,No viewership data,No viewership data,0,30,3588,363,39,0,0,347.7,88.5,0
08-06-22,AT,No viewership data,No viewership data,0,4,340,28,0,0,0,106.75,0,0
08-06-22,CH,No viewership data,No viewership data,0,2,194,30,0,0,0,244,0,0
08-06-22,CM,No viewership data,No viewership data,0,1,81,8,0,0,0,120,0,0
09-06-22,GB,No viewership data,No viewership data,0.33,23,2455,647,93,30,0.59,100.78,91.3,33.48
09-06-22,IT,No viewership data,No viewership data,0.07,36,4708,669,188,16,0.18,101.67,78.75,6.67
09-06-22,DE,No viewership data,No viewership data,0.04,48,5072,496,26,8,0.08,223.66,27.5,8.76
09-06-22,ES,No viewership data,No viewership data,0,132,10788,888,0,0,0,302.73,0,0
09-06-22,FR,No viewership data,No viewership data,0,75,7635,540,0,0,0,329.4,0,0
09-06-22,AT,No viewership data,No viewership data,0,12,1068,88,0,0,0,223.66,0,0
